@relation 'census_income-weka.filters.unsupervised.attribute.Remove-R2-3,9-10,12-14'

@attribute age numeric
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute capital-gain numeric
@attribute class {>50K,<=50K}

@data
46,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,0,<=50K
34,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
44,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,<=50K
45,Some-college,10,Divorced,Handlers-cleaners,Unmarried,0,<=50K
25,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
52,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
20,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,<=50K
28,Some-college,10,Never-married,Other-service,Not-in-family,0,<=50K
50,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,0,>50K
34,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,<=50K
28,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
41,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,>50K
28,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
46,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
32,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
41,Some-college,10,Divorced,Other-service,Not-in-family,0,<=50K
24,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,0,<=50K
33,Some-college,10,Divorced,Exec-managerial,Unmarried,0,<=50K
46,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,15024,>50K
31,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
35,12th,8,Divorced,Craft-repair,Not-in-family,0,>50K
52,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
30,11th,7,Never-married,Other-service,Own-child,0,<=50K
34,11th,7,Separated,Machine-op-inspct,Not-in-family,0,<=50K
34,HS-grad,9,Divorced,Transport-moving,Unmarried,0,<=50K
20,Some-college,10,Married-civ-spouse,Sales,Husband,0,<=50K
17,11th,7,Never-married,Handlers-cleaners,Own-child,2176,<=50K
32,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,>50K
29,HS-grad,9,Divorced,Farming-fishing,Not-in-family,0,<=50K
33,10th,6,Never-married,Craft-repair,Unmarried,0,<=50K
25,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
36,Masters,14,Never-married,Prof-specialty,Not-in-family,0,<=50K
23,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,<=50K
63,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,>50K
47,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
40,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,2174,<=50K
30,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,0,>50K
27,Some-college,10,Never-married,Craft-repair,Own-child,0,<=50K
33,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,>50K
34,HS-grad,9,Never-married,Farming-fishing,Not-in-family,594,<=50K
34,Some-college,10,Never-married,Protective-serv,Not-in-family,0,<=50K
23,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
42,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,0,<=50K
29,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
45,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,<=50K
24,HS-grad,9,Never-married,Armed-Forces,Own-child,0,<=50K
44,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,>50K
27,9th,5,Never-married,Craft-repair,Other-relative,0,<=50K
20,Some-college,10,Never-married,Sales,Not-in-family,0,<=50K
44,HS-grad,9,Widowed,Exec-managerial,Unmarried,0,<=50K
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
20,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
19,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,<=50K
45,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,>50K
60,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,>50K
44,HS-grad,9,Married-civ-spouse,Sales,Wife,0,>50K
40,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,0,>50K
30,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,0,<=50K
38,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,<=50K
23,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
44,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,0,<=50K
54,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
32,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
50,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,0,<=50K
24,Bachelors,13,Never-married,Tech-support,Not-in-family,0,<=50K
37,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,<=50K
52,HS-grad,9,Divorced,Transport-moving,Unmarried,0,<=50K
38,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,<=50K
49,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,>50K
30,Bachelors,13,Married-civ-spouse,Tech-support,Wife,0,>50K
60,Some-college,10,Never-married,Prof-specialty,Unmarried,0,>50K
35,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,<=50K
30,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,<=50K
67,Assoc-voc,11,Divorced,Other-service,Not-in-family,0,<=50K
46,Bachelors,13,Never-married,Craft-repair,Not-in-family,0,<=50K
17,9th,5,Never-married,Other-service,Not-in-family,0,<=50K
22,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,<=50K
27,10th,6,Never-married,Other-service,Not-in-family,0,<=50K
23,HS-grad,9,Never-married,Other-service,Unmarried,0,<=50K
33,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,<=50K
43,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
28,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
41,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,0,<=50K
25,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,0,<=50K
59,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
45,Bachelors,13,Divorced,Prof-specialty,Unmarried,0,<=50K
38,Bachelors,13,Married-civ-spouse,Sales,Husband,15024,>50K
40,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
46,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,<=50K
35,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,0,<=50K
34,HS-grad,9,Divorced,Prof-specialty,Unmarried,0,<=50K
33,Bachelors,13,Never-married,Craft-repair,Own-child,0,<=50K
41,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,<=50K
20,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,<=50K
23,5th-6th,3,Never-married,Other-service,Own-child,0,<=50K
26,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,<=50K
23,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,<=50K
62,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
52,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
58,Some-college,10,Divorced,Other-service,Unmarried,0,<=50K
25,Bachelors,13,Never-married,Sales,Not-in-family,0,<=50K
24,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,<=50K
19,Some-college,10,Never-married,Protective-serv,Own-child,0,<=50K
43,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
47,HS-grad,9,Separated,Adm-clerical,Unmarried,0,<=50K
39,HS-grad,9,Divorced,Other-service,Unmarried,0,<=50K
49,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,0,<=50K
32,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,0,<=50K
34,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,>50K
28,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,<=50K
25,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,<=50K
34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,>50K
38,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,>50K
50,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,7688,>50K
24,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,0,<=50K
37,Some-college,10,Married-civ-spouse,Tech-support,Husband,0,>50K
44,Some-college,10,Divorced,Machine-op-inspct,Unmarried,0,>50K
28,Some-college,10,Married-civ-spouse,Sales,Wife,0,<=50K
42,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
74,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,<=50K
38,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
44,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
44,11th,7,Divorced,Machine-op-inspct,Unmarried,0,<=50K
26,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
36,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,<=50K
41,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,0,>50K
67,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,20051,>50K
39,12th,8,Married-civ-spouse,Tech-support,Husband,0,<=50K
57,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,0,<=50K
29,Assoc-voc,11,Separated,Craft-repair,Not-in-family,0,<=50K
31,Bachelors,13,Never-married,Farming-fishing,Not-in-family,0,<=50K
44,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,<=50K
29,Doctorate,16,Never-married,Prof-specialty,Own-child,0,<=50K
30,Some-college,10,Never-married,Handlers-cleaners,Unmarried,0,<=50K
27,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,<=50K
27,Some-college,10,Married-civ-spouse,Sales,Husband,0,<=50K
32,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,<=50K
58,10th,6,Married-civ-spouse,Other-service,Wife,0,<=50K
35,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,<=50K
21,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,<=50K
28,Some-college,10,Never-married,Craft-repair,Unmarried,0,<=50K
46,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,<=50K
36,HS-grad,9,Separated,Other-service,Unmarried,0,<=50K
72,11th,7,Widowed,Adm-clerical,Unmarried,0,<=50K
35,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,<=50K
33,Assoc-voc,11,Divorced,Craft-repair,Unmarried,0,>50K
69,11th,7,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
35,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
34,HS-grad,9,Married-civ-spouse,Tech-support,Wife,0,<=50K
30,11th,7,Married-civ-spouse,Other-service,Husband,0,<=50K
28,Bachelors,13,Never-married,Transport-moving,Not-in-family,0,<=50K
54,Bachelors,13,Married-civ-spouse,Sales,Husband,0,>50K
47,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,>50K
24,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,0,<=50K
52,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,>50K
20,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,<=50K
43,Masters,14,Married-civ-spouse,Exec-managerial,Husband,5013,<=50K
45,7th-8th,4,Separated,Other-service,Unmarried,0,<=50K
29,HS-grad,9,Separated,Craft-repair,Not-in-family,0,<=50K
47,Masters,14,Divorced,Exec-managerial,Unmarried,0,<=50K
24,HS-grad,9,Never-married,Craft-repair,Own-child,0,<=50K
51,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
17,11th,7,Never-married,Sales,Own-child,0,<=50K
37,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,>50K
27,Doctorate,16,Never-married,Prof-specialty,Not-in-family,0,<=50K
29,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,0,>50K
36,Assoc-acdm,12,Divorced,Sales,Unmarried,0,<=50K
58,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
26,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
57,HS-grad,9,Married-civ-spouse,Sales,Husband,0,>50K
59,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
27,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
31,Bachelors,13,Never-married,Tech-support,Not-in-family,0,<=50K
21,Some-college,10,Never-married,Sales,Own-child,0,<=50K
29,Some-college,10,Never-married,Adm-clerical,Not-in-family,0,<=50K
18,11th,7,Never-married,Other-service,Own-child,0,<=50K
52,10th,6,Married-civ-spouse,Craft-repair,Husband,0,>50K
57,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,<=50K
60,7th-8th,4,Never-married,Transport-moving,Not-in-family,0,>50K
31,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7688,>50K
23,Bachelors,13,Never-married,Adm-clerical,Own-child,0,<=50K
27,HS-grad,9,Never-married,Sales,Own-child,0,<=50K
42,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,>50K
25,Some-college,10,Never-married,Tech-support,Not-in-family,2174,<=50K
49,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
32,Bachelors,13,Never-married,Tech-support,Not-in-family,0,<=50K
19,Some-college,10,Never-married,Adm-clerical,Own-child,0,<=50K
60,7th-8th,4,Divorced,Other-service,Not-in-family,0,<=50K
42,9th,5,Married-civ-spouse,Other-service,Husband,0,<=50K
35,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,0,<=50K
48,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,<=50K
51,Masters,14,Married-civ-spouse,Craft-repair,Husband,0,>50K
29,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,<=50K
36,HS-grad,9,Separated,Exec-managerial,Not-in-family,0,<=50K
17,10th,6,Never-married,Other-service,Own-child,0,<=50K
52,Masters,14,Divorced,Prof-specialty,Not-in-family,6849,<=50K
24,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,<=50K
24,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,<=50K
26,Bachelors,13,Never-married,Prof-specialty,Own-child,1055,<=50K
27,Bachelors,13,Never-married,Other-service,Own-child,0,<=50K
39,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,<=50K
30,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
50,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,<=50K
52,Bachelors,13,Married-civ-spouse,Sales,Husband,0,<=50K
46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,>50K
23,Bachelors,13,Never-married,Sales,Own-child,0,<=50K
45,11th,7,Widowed,Other-service,Not-in-family,0,<=50K
65,9th,5,Widowed,Priv-house-serv,Unmarried,0,<=50K
29,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,0,<=50K
47,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,0,<=50K
30,HS-grad,9,Never-married,Farming-fishing,Own-child,0,<=50K
34,HS-grad,9,Married-civ-spouse,Sales,Husband,0,>50K
38,HS-grad,9,Married-civ-spouse,Sales,Husband,0,<=50K
33,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,>50K
49,Bachelors,13,Married-civ-spouse,Sales,Husband,0,>50K
47,Some-college,10,Never-married,Other-service,Unmarried,0,<=50K
49,10th,6,Separated,Other-service,Unmarried,0,<=50K
43,Some-college,10,Married-civ-spouse,Craft-repair,Husband,15024,>50K
30,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,0,>50K
58,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
19,HS-grad,9,Never-married,Other-service,Own-child,0,<=50K
21,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,0,<=50K
33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,15024,>50K
47,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,0,<=50K
52,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,>50K
26,HS-grad,9,Divorced,Craft-repair,Not-in-family,0,<=50K
60,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
21,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,<=50K
36,Some-college,10,Married-civ-spouse,Sales,Husband,5178,>50K
31,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
50,Doctorate,16,Separated,Prof-specialty,Not-in-family,0,>50K
31,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,<=50K
71,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
30,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,>50K
20,Some-college,10,Never-married,Other-service,Own-child,0,<=50K
24,HS-grad,9,Never-married,Exec-managerial,Other-relative,4101,<=50K
35,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,0,>50K
38,Some-college,10,Separated,Exec-managerial,Not-in-family,0,<=50K
27,HS-grad,9,Never-married,Machine-op-inspct,Own-child,0,<=50K
29,Some-college,10,Never-married,Adm-clerical,Unmarried,0,<=50K
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
44,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,0,<=50K
43,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,>50K
44,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,0,>50K
35,Masters,14,Never-married,Sales,Not-in-family,0,<=50K
27,Some-college,10,Never-married,Prof-specialty,Not-in-family,0,<=50K
43,Masters,14,Never-married,Prof-specialty,Not-in-family,0,<=50K
20,Some-college,10,Never-married,Sales,Not-in-family,0,<=50K
42,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,8614,>50K
27,Some-college,10,Married-civ-spouse,Transport-moving,Husband,3411,<=50K
42,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,>50K
24,9th,5,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
48,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,<=50K
17,11th,7,Never-married,Farming-fishing,Own-child,0,<=50K
33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
50,HS-grad,9,Married-civ-spouse,Sales,Husband,0,>50K
22,HS-grad,9,Never-married,Sales,Own-child,2597,<=50K
17,12th,8,Never-married,Other-service,Own-child,0,<=50K
32,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
31,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,<=50K
58,HS-grad,9,Widowed,Exec-managerial,Not-in-family,0,<=50K
29,HS-grad,9,Never-married,Protective-serv,Own-child,0,<=50K
37,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,>50K
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,>50K
23,Some-college,10,Separated,Exec-managerial,Unmarried,0,<=50K
18,11th,7,Never-married,Adm-clerical,Own-child,0,<=50K
34,HS-grad,9,Divorced,Exec-managerial,Not-in-family,0,<=50K
45,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,<=50K
41,Masters,14,Never-married,Exec-managerial,Not-in-family,0,<=50K
26,HS-grad,9,Never-married,Other-service,Other-relative,0,<=50K
54,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,<=50K
24,Some-college,10,Never-married,Machine-op-inspct,Own-child,0,<=50K
42,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
20,Some-college,10,Never-married,Prof-specialty,Own-child,0,<=50K
23,Bachelors,13,Never-married,Tech-support,Not-in-family,0,<=50K
35,Masters,14,Never-married,Prof-specialty,Not-in-family,0,>50K
31,Masters,14,Married-civ-spouse,Tech-support,Husband,0,>50K
30,Bachelors,13,Never-married,Prof-specialty,Own-child,0,<=50K
19,HS-grad,9,Never-married,Sales,Own-child,0,<=50K
36,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
31,Bachelors,13,Widowed,Sales,Unmarried,0,<=50K
21,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,<=50K
31,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,<=50K
46,Doctorate,16,Divorced,Prof-specialty,Unmarried,25236,>50K
44,Bachelors,13,Divorced,Exec-managerial,Own-child,0,>50K
40,12th,8,Married-civ-spouse,Other-service,Husband,0,<=50K
45,Some-college,10,Never-married,Sales,Not-in-family,0,<=50K
60,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
18,11th,7,Never-married,Other-service,Other-relative,0,<=50K
28,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
36,Some-college,10,Divorced,Adm-clerical,Unmarried,0,<=50K
40,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,4386,<=50K
36,Bachelors,13,Divorced,Adm-clerical,Unmarried,0,<=50K
31,HS-grad,9,Separated,Other-service,Unmarried,0,<=50K
33,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,<=50K
19,HS-grad,9,Never-married,Tech-support,Own-child,0,<=50K
22,Some-college,10,Never-married,Sales,Own-child,0,<=50K
34,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,>50K
33,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
41,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,<=50K
29,Bachelors,13,Never-married,Prof-specialty,Not-in-family,4650,<=50K
50,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,>50K
42,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7298,>50K
44,HS-grad,9,Married-civ-spouse,Sales,Wife,0,<=50K
20,Some-college,10,Never-married,Other-service,Not-in-family,0,<=50K
31,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,<=50K
23,Some-college,10,Never-married,Other-service,Not-in-family,0,<=50K
55,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,<=50K
26,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,0,<=50K
25,Assoc-voc,11,Never-married,Other-service,Own-child,0,<=50K
35,Some-college,10,Married-civ-spouse,Craft-repair,Husband,2407,<=50K
36,Some-college,10,Never-married,Sales,Not-in-family,0,<=50K
43,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
56,HS-grad,9,Widowed,Other-service,Unmarried,594,<=50K
42,Bachelors,13,Married-civ-spouse,Tech-support,Husband,0,>50K
19,Some-college,10,Never-married,Other-service,Other-relative,0,<=50K
55,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,<=50K
42,Masters,14,Never-married,Exec-managerial,Not-in-family,14084,>50K
26,Assoc-voc,11,Never-married,Tech-support,Own-child,0,<=50K
17,12th,8,Never-married,Handlers-cleaners,Own-child,0,<=50K
42,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,>50K
55,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,7688,>50K
32,Some-college,10,Never-married,Adm-clerical,Own-child,0,<=50K
29,11th,7,Never-married,Craft-repair,Own-child,0,<=50K
46,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,<=50K
29,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7688,>50K
22,Bachelors,13,Never-married,Prof-specialty,Unmarried,0,<=50K
58,10th,6,Married-civ-spouse,Craft-repair,Husband,0,<=50K
23,HS-grad,9,Never-married,Transport-moving,Unmarried,0,<=50K
39,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,<=50K
27,Assoc-voc,11,Never-married,Craft-repair,Own-child,0,<=50K
54,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,>50K
33,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,<=50K
46,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,>50K
37,HS-grad,9,Never-married,Farming-fishing,Not-in-family,0,<=50K
36,HS-grad,9,Never-married,Other-service,Not-in-family,0,<=50K
59,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,0,>50K
34,HS-grad,9,Divorced,Protective-serv,Unmarried,0,<=50K
53,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,0,>50K
51,Bachelors,13,Never-married,Sales,Not-in-family,0,>50K
32,10th,6,Separated,Other-service,Unmarried,0,<=50K
31,Some-college,10,Married-spouse-absent,Other-service,Other-relative,0,<=50K
22,Some-college,10,Married-civ-spouse,Sales,Wife,0,<=50K
47,Bachelors,13,Divorced,Sales,Not-in-family,0,<=50K
32,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
26,Some-college,10,Never-married,Farming-fishing,Not-in-family,0,<=50K
37,5th-6th,3,Separated,Farming-fishing,Not-in-family,0,<=50K
31,HS-grad,9,Divorced,Craft-repair,Unmarried,0,<=50K
37,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,0,>50K
55,HS-grad,9,Never-married,Sales,Not-in-family,0,<=50K
23,Assoc-voc,11,Divorced,Tech-support,Not-in-family,0,<=50K
36,Some-college,10,Divorced,Adm-clerical,Unmarried,0,<=50K
43,Bachelors,13,Married-civ-spouse,Sales,Husband,0,>50K
54,Some-college,10,Never-married,Tech-support,Not-in-family,0,<=50K
28,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,0,<=50K
